id	label	tweet
264238274963451904	positive	"""@jjuueellzz down in the Atlantic city, ventnor, margate, ocean city area. I'm just waiting for the coordinator to hopefully call me tomorrow"""
218775148495515649	positive	"""Musical awareness: Great Big Beautiful Tomorrow has an ending, Now is the time does not"""
258965201766998017	neutral	On Radio786 100.4fm 7:10 Fri Oct 19 Labour analyst Shawn Hattingh: Cosatu's role in the context of unrest in the mining http://t.co/46pjzzl6
262926411352903682	negative	"""Kapan sih lo ngebuktiin,jan ngomong doang Susah Susah.usaha Aja blm udh nyerah,inget.if you never try you'll never know.cowok kok gentle bgt"""
171874368908050432	neutral	"""Excuse the connectivity of this live stream, from Baba Amr, so many activists using only one Sat Modem. LIVE http://t.co/U283IhZ5 #Homs"""
256010056942903296	positive	Show your LOVE for your local field & it might win an award!  Gallagher Park #Bedlington current 4th in National Award http://t.co/WeiMDtQt
253809989599232000	neutral	"""Milton on Bolton Wanderers 2 v 2 Leeds United, sat nav free night.: How Milton manages to write so much about su... http://t.co/MoIoMI4v"""
261776619146985472	positive	@firecore Can you tell me when an update for the Apple TV 3rd gen becomes available? The missing update holds me back from buying #appletv3
264143999374356481	positive	"""@Heavensbasement The Crown, Filthy McNastys, Katy Dalys or the Duke if York in Belfast! Can't wait to catch you guys tomorrow night!"""
223052929131757571	neutral	"""Uncover the Eternal City! Return flights to Rome travel on the 21st January, for 3 nights Augustea, 3 star Hotel... http://t.co/tw0Jeh9g"""
264088575476391936	positive	My #cre blog Oklahoma Per Square Foot returns to the @JournalRecord blog hub tomorrow. I will have some interesting local data to share.
264030422244147200	neutral	"""Going to Helsinki tomorrow or on the day after tomorrow,yay!"""
263720820428394496	negative	Trey Burke has been suspended for the Northern Michigan game (exhibition) tomorrow. http://t.co/oefkAElW
258639996037259264	positive	W.O.W Wednesday!Marni lands this Lumberjack vest for the ladies looking to bring a little Tom boy toughness  http://t.co/7NyCbdJR
250981027969896448	negative	Activists in Deir Ezzor captured this image of Musab Bin Umair Mosque after regime forces set it on fire Wednesday. http://t.co/MRcoprCE
195554987919679488	positive	@karaotr You will appreciate this.. Sunday brunch coffee: Normal cup in b/g and then the BOWL of java. Yowza. http://t.co/XhbtaCvm
264225147542716416	negative	No school for me and Nat tomorrow. Sucks for you guys !!!! @NatalieLynn95
260536025800142848	positive	"""Join me Wed for a live webcast on cost optimization for IT, for the SMB crowd. http://t.co/tyJn4RES  << send your questions in! #DellWebcast"""
192349690921103360	positive	"""@NVSOFFICIAL , saw you in glasgow, loveeedd #dropdeadgorgeous  please notice me , RT/follow, would mean loads if i got a follow xx"""
263473556753620993	positive	Special THANKS to EVERYONE for coming out to Taboo Tuesday With DST tonight! It was FUN&educational!!! :) @XiEtaDST
263182075434254336	positive	@fatimasule That was the revelation I mentioned on sunday evening. I am still in Abj. How are u & where have u been again?
